year,quarter,region,sector,enterprise_size,number_of_enterprises,number_of_saudi_employees,number_of_saudi_employees (male),number_of_saudi_employees (female),number_of_foreign_employees,number_of_foreign_employees (male),number_of_foreign_employees (female)
2022,1,Aseer Region,Residential Care Activities,micro,5,5,1,4,6,6,0
2022,1,Aseer Region,Residential Care Activities,medium,1,49,1,48,4,2,2
2022,1,Makkah Region,Residential Care Activities,small,21,325,36,289,114,62,52
2022,1,Makkah Region,Residential Care Activities,micro,10,15,3,12,8,5,3
2022,1,Makkah Region,Residential Care Activities,medium,2,121,9,112,20,10,10
2022,1,Najran Region,Residential Care Activities,small,1,8,0,8,4,0,4
2022,1,Eastern Province,Forestry and Logging,micro,3,0,0,0,4,4,0
2022,1,Riyadh Region,Forestry and Logging,micro,4,1,0,1,7,7,0
2022,1,Qassim Region,Forestry and Logging,micro,1,0,0,0,2,2,0
2022,1,Jazan Region,Forestry and Logging,micro,1,1,0,1,0,0,0
2022,1,Makkah Region,Forestry and Logging,micro,3,0,0,0,9,9,0
2022,1,Eastern Province,Education,small,269,3308,877,2431,1891,1657,234
2022,1,Eastern Province,Education,large,17,5023,2607,2416,1636,1284,352
2022,1,Eastern Province,Education,micro,339,362,127,235,405,357,48
2022,1,Eastern Province,Education,medium,92,5512,1933,3579,4637,3923,714
2022,1,Al Bahah Region,Education,small,9,122,49,73,87,81,6
2022,1,Al Bahah Region,Education,micro,23,21,7,14,29,25,4
2022,1,Al Bahah Region,Education,medium,1,175,103,72,0,0,0
2022,1,Al Jawf Region,Education,small,28,363,112,251,182,164,18
2022,1,Al Jawf Region,Education,micro,39,20,3,17,51,46,5
2022,1,Al Jawf Region,Education,medium,13,547,292,255,432,410,22
2022,1,Northern Borders Region,Education,small,19,201,146,55,180,179,1
2022,1,Northern Borders Region,Education,large,1,56,39,17,450,266,184
2022,1,Northern Borders Region,Education,micro,20,22,3,19,25,24,1
2022,1,Northern Borders Region,Education,medium,3,183,53,130,62,47,15
2022,1,Riyadh Region,Education,small,548,5544,1468,4076,4291,3571,720
2022,1,Riyadh Region,Education,large,58,22533,10670,11863,14381,11375,3006
2022,1,Riyadh Region,Education,micro,4470,1017,404,613,8409,8259,150
2022,1,Riyadh Region,Education,medium,213,13983,5011,8972,10733,9306,1427
2022,1,Qassim Region,Education,small,50,644,165,479,304,278,26
2022,1,Qassim Region,Education,large,4,666,352,314,1523,949,574
2022,1,Qassim Region,Education,micro,102,70,20,50,165,157,8
2022,1,Qassim Region,Education,medium,20,1022,500,522,605,517,88
2022,1,Al Madinah Region,Education,small,87,1233,246,987,428,370,58
2022,1,Al Madinah Region,Education,large,2,1272,690,582,114,79,35
2022,1,Al Madinah Region,Education,micro,137,129,28,101,184,169,15
2022,1,Al Madinah Region,Education,medium,35,2476,1027,1449,1684,1388,296
2022,1,Tabuk Region,Education,small,40,464,119,345,244,215,29
2022,1,Tabuk Region,Education,large,3,435,181,254,830,610,220
2022,1,Tabuk Region,Education,micro,37,37,9,28,52,51,1
2022,1,Tabuk Region,Education,medium,17,908,489,419,714,673,41
2022,1,Jazan Region,Education,small,36,391,148,243,193,163,30
2022,1,Jazan Region,Education,large,1,29,23,6,1408,745,663
2022,1,Jazan Region,Education,micro,95,74,29,45,134,128,6
2022,1,Jazan Region,Education,medium,4,119,71,48,178,119,59
2022,1,Hail Region,Education,small,28,366,74,292,97,80,17
2022,1,Hail Region,Education,large,1,31,13,18,811,452,359
2022,1,Hail Region,Education,micro,88,32,11,21,164,164,0
2022,1,Hail Region,Education,medium,4,303,215,88,236,234,2
2022,1,Aseer Region,Education,small,58,835,248,587,372,338,34
2022,1,Aseer Region,Education,large,2,150,74,76,593,396,197
2022,1,Aseer Region,Education,micro,95,60,16,44,140,131,9
2022,1,Aseer Region,Education,medium,13,835,434,401,431,412,19
2022,1,Makkah Region,Education,small,349,4087,847,3240,2492,1877,615
2022,1,Makkah Region,Education,large,20,6555,3532,3023,4725,3187,1538
2022,1,Makkah Region,Education,micro,573,426,125,301,840,717,123
2022,1,Makkah Region,Education,medium,136,7487,2990,4497,6373,5169,1204
2022,1,Najran Region,Education,small,18,176,56,120,110,104,6
2022,1,Najran Region,Education,micro,67,32,7,25,123,121,2
2022,1,Najran Region,Education,medium,7,268,154,114,237,232,5
2022,1,Eastern Province,Warehousing and Support Activities for Transportation,small,218,1042,793,249,2096,2088,8
2022,1,Eastern Province,Warehousing and Support Activities for Transportation,large,10,3161,2857,304,6085,6041,44
2022,1,Eastern Province,Warehousing and Support Activities for Transportation,micro,642,445,341,104,1030,1024,6
2022,1,Eastern Province,Warehousing and Support Activities for Transportation,medium,54,2070,1480,590,3501,3482,19
2022,1,Al Bahah Region,Warehousing and Support Activities for Transportation,small,1,7,3,4,1,1,0
2022,1,Al Bahah Region,Warehousing and Support Activities for Transportation,micro,25,5,3,2,41,40,1
2022,1,Al Jawf Region,Warehousing and Support Activities for Transportation,small,20,79,68,11,186,185,1
2022,1,Al Jawf Region,Warehousing and Support Activities for Transportation,micro,103,39,33,6,189,189,0
2022,1,Al Jawf Region,Warehousing and Support Activities for Transportation,medium,1,9,9,0,44,44,0
2022,1,Northern Borders Region,Warehousing and Support Activities for Transportation,small,4,5,3,2,38,38,0
2022,1,Northern Borders Region,Warehousing and Support Activities for Transportation,micro,26,1,1,0,46,46,0
2022,1,Riyadh Region,Warehousing and Support Activities for Transportation,small,366,1599,846,753,4312,4266,46
2022,1,Riyadh Region,Warehousing and Support Activities for Transportation,large,29,11984,8607,3377,11437,11342,95
2022,1,Riyadh Region,Warehousing and Support Activities for Transportation,micro,1317,448,270,178,2674,2663,11
2022,1,Riyadh Region,Warehousing and Support Activities for Transportation,medium,89,2947,1710,1237,6531,6438,93
2022,1,Qassim Region,Warehousing and Support Activities for Transportation,small,29,76,56,20,338,338,0
2022,1,Qassim Region,Warehousing and Support Activities for Transportation,micro,137,29,17,12,275,274,1
2022,1,Qassim Region,Warehousing and Support Activities for Transportation,medium,4,111,69,42,519,519,0
2022,1,Al Madinah Region,Warehousing and Support Activities for Transportation,small,32,113,82,31,322,319,3
2022,1,Al Madinah Region,Warehousing and Support Activities for Transportation,large,2,938,897,41,330,330,0
2022,1,Al Madinah Region,Warehousing and Support Activities for Transportation,micro,231,48,31,17,431,430,1
2022,1,Al Madinah Region,Warehousing and Support Activities for Transportation,medium,3,104,94,10,178,178,0
2022,1,Tabuk Region,Warehousing and Support Activities for Transportation,small,14,43,32,11,111,111,0
2022,1,Tabuk Region,Warehousing and Support Activities for Transportation,micro,71,27,20,7,112,112,0
2022,1,Tabuk Region,Warehousing and Support Activities for Transportation,medium,1,45,12,33,23,23,0
2022,1,Jazan Region,Warehousing and Support Activities for Transportation,small,11,56,36,20,87,86,1
2022,1,Jazan Region,Warehousing and Support Activities for Transportation,micro,69,22,15,7,151,151,0
2022,1,Hail Region,Warehousing and Support Activities for Transportation,small,10,13,11,2,73,73,0
2022,1,Hail Region,Warehousing and Support Activities for Transportation,micro,59,14,6,8,118,118,0
2022,1,Aseer Region,Warehousing and Support Activities for Transportation,small,21,77,59,18,248,248,0
2022,1,Aseer Region,Warehousing and Support Activities for Transportation,micro,124,43,28,15,242,242,0
2022,1,Aseer Region,Warehousing and Support Activities for Transportation,medium,6,244,222,22,312,312,0
2022,1,Makkah Region,Warehousing and Support Activities for Transportation,small,348,1466,943,523,3863,3809,54
2022,1,Makkah Region,Warehousing and Support Activities for Transportation,large,22,6770,5969,801,10983,10956,27
2022,1,Makkah Region,Warehousing and Support Activities for Transportation,micro,771,428,295,133,1318,1299,19
2022,1,Makkah Region,Warehousing and Support Activities for Transportation,medium,78,3172,2437,735,5631,5602,29
2022,1,Najran Region,Warehousing and Support Activities for Transportation,small,68,40,29,11,635,635,0
2022,1,Najran Region,Warehousing and Support Activities for Transportation,micro,391,67,38,29,920,916,4
2022,1,Najran Region,Warehousing and Support Activities for Transportation,medium,1,13,3,10,38,38,0
2022,1,Eastern Province,"Research and Development in the Physical, Engineering, and Life Sciences",small,8,29,24,5,40,39,1
2022,1,Eastern Province,"Research and Development in the Physical, Engineering, and Life Sciences",micro,13,16,7,9,9,9,0
2022,1,Eastern Province,"Research and Development in the Physical, Engineering, and Life Sciences",medium,2,104,70,34,125,124,1
2022,1,Northern Borders Region,"Research and Development in the Physical, Engineering, and Life Sciences",micro,1,1,1,0,3,3,0
2022,1,Riyadh Region,"Research and Development in the Physical, Engineering, and Life Sciences",small,33,245,151,94,196,181,15
2022,1,Riyadh Region,"Research and Development in the Physical, Engineering, and Life Sciences",micro,71,72,43,29,70,64,6
2022,1,Riyadh Region,"Research and Development in the Physical, Engineering, and Life Sciences",medium,5,297,179,118,238,231,7
2022,1,Qassim Region,"Research and Development in the Physical, Engineering, and Life Sciences",micro,4,1,0,1,6,6,0
2022,1,Al Madinah Region,"Research and Development in the Physical, Engineering, and Life Sciences",small,1,4,4,0,3,3,0
2022,1,Al Madinah Region,"Research and Development in the Physical, Engineering, and Life Sciences",micro,7,4,1,3,12,10,2
2022,1,Tabuk Region,"Research and Development in the Physical, Engineering, and Life Sciences",small,1,1,1,0,8,8,0
2022,1,Tabuk Region,"Research and Development in the Physical, Engineering, and Life Sciences",micro,2,0,0,0,2,2,0
2022,1,Jazan Region,"Research and Development in the Physical, Engineering, and Life Sciences",micro,3,6,3,3,3,3,0
2022,1,Hail Region,"Research and Development in the Physical, Engineering, and Life Sciences",micro,1,4,0,4,0,0,0
2022,1,Aseer Region,"Research and Development in the Physical, Engineering, and Life Sciences",micro,2,0,0,0,2,2,0
2022,1,Makkah Region,"Research and Development in the Physical, Engineering, and Life Sciences",small,8,40,18,22,57,55,2
2022,1,Makkah Region,"Research and Development in the Physical, Engineering, and Life Sciences",micro,43,35,10,25,60,54,6
2022,1,Makkah Region,"Research and Development in the Physical, Engineering, and Life Sciences",medium,5,312,299,13,191,186,5
2022,1,Eastern Province,Undifferentiated Goods-Producing Activities of Private Households for Own Use,small,1,0,0,0,12,12,0
2022,1,Eastern Province,Undifferentiated Goods-Producing Activities of Private Households for Own Use,micro,2,0,0,0,2,2,0
2022,1,Riyadh Region,Undifferentiated Goods-Producing Activities of Private Households for Own Use,small,1,1,0,1,6,6,0
2022,1,Riyadh Region,Undifferentiated Goods-Producing Activities of Private Households for Own Use,micro,2,0,0,0,2,2,0
2022,1,Qassim Region,Undifferentiated Goods-Producing Activities of Private Households for Own Use,micro,2,0,0,0,3,3,0
2022,1,Makkah Region,Undifferentiated Goods-Producing Activities of Private Households for Own Use,micro,1,0,0,0,1,0,1
2022,1,Eastern Province,"Other Professional, Scientific, and Technical Activities",small,30,136,64,72,191,177,14
2022,1,Eastern Province,"Other Professional, Scientific, and Technical Activities",large,1,279,237,42,375,373,2
2022,1,Eastern Province,"Other Professional, Scientific, and Technical Activities",micro,175,144,65,79,225,192,33
2022,1,Al Bahah Region,"Other Professional, Scientific, and Technical Activities",small,1,4,3,1,24,23,1
2022,1,Al Bahah Region,"Other Professional, Scientific, and Technical Activities",micro,6,1,0,1,7,6,1
2022,1,Al Jawf Region,"Other Professional, Scientific, and Technical Activities",small,1,2,2,0,21,21,0
2022,1,Al Jawf Region,"Other Professional, Scientific, and Technical Activities",micro,18,4,3,1,34,32,2
2022,1,Northern Borders Region,"Other Professional, Scientific, and Technical Activities",micro,10,1,0,1,20,16,4
2022,1,Riyadh Region,"Other Professional, Scientific, and Technical Activities",small,109,598,286,312,781,688,93
2022,1,Riyadh Region,"Other Professional, Scientific, and Technical Activities",large,4,763,540,223,851,839,12
2022,1,Riyadh Region,"Other Professional, Scientific, and Technical Activities",micro,467,294,104,190,739,647,92
2022,1,Riyadh Region,"Other Professional, Scientific, and Technical Activities",medium,10,599,355,244,596,576,20
2022,1,Qassim Region,"Other Professional, Scientific, and Technical Activities",small,6,51,36,15,95,95,0
2022,1,Qassim Region,"Other Professional, Scientific, and Technical Activities",micro,38,21,12,9,56,49,7
2022,1,Al Madinah Region,"Other Professional, Scientific, and Technical Activities",small,9,25,11,14,71,55,16
2022,1,Al Madinah Region,"Other Professional, Scientific, and Technical Activities",micro,78,35,20,15,123,107,16
2022,1,Tabuk Region,"Other Professional, Scientific, and Technical Activities",small,1,6,1,5,4,4,0
2022,1,Tabuk Region,"Other Professional, Scientific, and Technical Activities",micro,30,8,4,4,58,57,1
2022,1,Jazan Region,"Other Professional, Scientific, and Technical Activities",small,2,10,3,7,7,6,1
2022,1,Jazan Region,"Other Professional, Scientific, and Technical Activities",micro,33,9,4,5,53,49,4
2022,1,Hail Region,"Other Professional, Scientific, and Technical Activities",small,1,2,0,2,7,7,0
2022,1,Hail Region,"Other Professional, Scientific, and Technical Activities",micro,20,5,1,4,30,25,5
2022,1,Aseer Region,"Other Professional, Scientific, and Technical Activities",small,4,14,5,9,35,24,11
2022,1,Aseer Region,"Other Professional, Scientific, and Technical Activities",micro,46,16,9,7,84,78,6
2022,1,Aseer Region,"Other Professional, Scientific, and Technical Activities",medium,1,21,18,3,68,68,0
2022,1,Makkah Region,"Other Professional, Scientific, and Technical Activities",small,68,282,145,137,585,538,47
2022,1,Makkah Region,"Other Professional, Scientific, and Technical Activities",micro,370,207,66,141,635,529,106
2022,1,Makkah Region,"Other Professional, Scientific, and Technical Activities",medium,6,177,145,32,209,208,1
2022,1,Najran Region,"Other Professional, Scientific, and Technical Activities",small,1,0,0,0,8,8,0
2022,1,Najran Region,"Other Professional, Scientific, and Technical Activities",micro,25,2,2,0,53,50,3
2022,1,Eastern Province,Activities Auxiliary to Financial Services and Insurance Activities,small,23,276,180,96,138,135,3
2022,1,Eastern Province,Activities Auxiliary to Financial Services and Insurance Activities,micro,39,40,30,10,49,43,6
2022,1,Eastern Province,Activities Auxiliary to Financial Services and Insurance Activities,medium,4,377,180,197,110,101,9
2022,1,Al Jawf Region,Activities Auxiliary to Financial Services and Insurance Activities,micro,2,0,0,0,2,2,0
2022,1,Riyadh Region,Activities Auxiliary to Financial Services and Insurance Activities,small,133,1769,1112,657,818,785,33
2022,1,Riyadh Region,Activities Auxiliary to Financial Services and Insurance Activities,large,13,29233,23355,5878,1868,1830,38
2022,1,Riyadh Region,Activities Auxiliary to Financial Services and Insurance Activities,micro,159,217,127,90,148,145,3
2022,1,Riyadh Region,Activities Auxiliary to Financial Services and Insurance Activities,medium,37,3987,2857,1130,816,767,49
2022,1,Qassim Region,Activities Auxiliary to Financial Services and Insurance Activities,small,1,0,0,0,12,12,0
2022,1,Qassim Region,Activities Auxiliary to Financial Services and Insurance Activities,micro,4,2,1,1,3,3,0
2022,1,Al Madinah Region,Activities Auxiliary to Financial Services and Insurance Activities,small,1,4,2,2,4,4,0
2022,1,Al Madinah Region,Activities Auxiliary to Financial Services and Insurance Activities,micro,15,28,27,1,21,21,0
2022,1,Al Madinah Region,Activities Auxiliary to Financial Services and Insurance Activities,medium,1,26,14,12,103,103,0
2022,1,Tabuk Region,Activities Auxiliary to Financial Services and Insurance Activities,micro,3,1,1,0,6,6,0
2022,1,Jazan Region,Activities Auxiliary to Financial Services and Insurance Activities,micro,2,2,2,0,2,2,0
2022,1,Aseer Region,Activities Auxiliary to Financial Services and Insurance Activities,micro,3,1,1,0,3,3,0
2022,1,Makkah Region,Activities Auxiliary to Financial Services and Insurance Activities,small,53,530,295,235,329,311,18
2022,1,Makkah Region,Activities Auxiliary to Financial Services and Insurance Activities,micro,54,72,53,19,77,75,2
2022,1,Makkah Region,Activities Auxiliary to Financial Services and Insurance Activities,medium,12,831,560,271,237,228,9
2022,1,Najran Region,Activities Auxiliary to Financial Services and Insurance Activities,small,1,23,21,2,12,12,0
2022,1,Najran Region,Activities Auxiliary to Financial Services and Insurance Activities,micro,2,1,1,0,3,3,0
2022,1,Eastern Province,Legal and Accounting Activities,small,84,566,336,230,431,421,10
2022,1,Eastern Province,Legal and Accounting Activities,micro,233,344,217,127,242,235,7
2022,1,Eastern Province,Legal and Accounting Activities,medium,8,395,213,182,463,450,13
2022,1,Al Bahah Region,Legal and Accounting Activities,micro,8,15,10,5,14,14,0
2022,1,Al Jawf Region,Legal and Accounting Activities,small,5,25,14,11,8,8,0
2022,1,Al Jawf Region,Legal and Accounting Activities,micro,25,27,21,6,21,21,0
2022,1,Northern Borders Region,Legal and Accounting Activities,micro,7,10,4,6,5,5,0
2022,1,Riyadh Region,Legal and Accounting Activities,small,415,3098,1886,1212,2553,2457,96
2022,1,Riyadh Region,Legal and Accounting Activities,large,1,416,241,175,287,275,12
2022,1,Riyadh Region,Legal and Accounting Activities,micro,1266,1220,801,419,1659,1633,26
2022,1,Riyadh Region,Legal and Accounting Activities,medium,26,1059,600,459,1411,1354,57
2022,1,Qassim Region,Legal and Accounting Activities,small,10,58,33,25,25,25,0
2022,1,Qassim Region,Legal and Accounting Activities,micro,72,84,46,38,62,61,1
2022,1,Al Madinah Region,Legal and Accounting Activities,small,19,138,79,59,89,88,1
2022,1,Al Madinah Region,Legal and Accounting Activities,micro,84,94,67,27,84,81,3
2022,1,Tabuk Region,Legal and Accounting Activities,small,1,4,2,2,4,4,0
2022,1,Tabuk Region,Legal and Accounting Activities,micro,17,27,10,17,11,11,0
2022,1,Jazan Region,Legal and Accounting Activities,small,5,30,22,8,14,14,0
2022,1,Jazan Region,Legal and Accounting Activities,micro,23,22,18,4,25,25,0
2022,1,Hail Region,Legal and Accounting Activities,small,3,22,16,6,14,14,0
2022,1,Hail Region,Legal and Accounting Activities,micro,21,24,16,8,23,23,0
2022,1,Aseer Region,Legal and Accounting Activities,small,6,39,34,5,64,64,0
2022,1,Aseer Region,Legal and Accounting Activities,micro,48,57,43,14,58,57,1
2022,1,Aseer Region,Legal and Accounting Activities,medium,2,63,31,32,80,80,0
2022,1,Makkah Region,Legal and Accounting Activities,small,228,1748,1063,685,1197,1134,63
2022,1,Makkah Region,Legal and Accounting Activities,micro,616,782,516,266,657,632,25
2022,1,Makkah Region,Legal and Accounting Activities,medium,10,505,356,149,642,626,16
2022,1,Najran Region,Legal and Accounting Activities,small,1,10,9,1,18,18,0
